,predicted_eta_seconds
1714,4076.6516
1715,4358.5034
1716,3291.9812
1717,4368.856
1718,5017.289
1719,2526.3884
1720,4861.937
1721,3048.0334
1722,5517.324
1723,2998.837
1724,4799.8223
1725,4336.4707
1726,3699.5706
1727,3241.9214
1728,2579.1238
1729,2535.8894
1730,3850.8108
1731,3031.2886
1732,3694.5835
1733,3613.1687
1734,4156.139
1735,3275.404
1736,3221.8484
1737,2230.9153
1738,4080.9163
1739,3713.9092
1740,3774.5298
1741,3379.003
1742,4335.056
1743,3765.962
1744,3229.3486
1745,3473.3628
1746,3566.315
1747,3352.172
1748,3179.987
1749,3476.1565
1750,3867.4731
1751,3992.783
1752,3193.9978
1753,3296.966
1754,3443.3499
1755,3207.1184
1756,4258.3574
1757,4851.1704
1758,2990.704
1759,4242.428
1760,2334.7908
1761,3315.8147
1762,5048.889
1763,4280.7104
1764,2716.8118
1765,3544.36
1766,2848.614
1767,4371.838
1768,5286.142
1769,4758.458
1770,4306.2285
1771,3963.518
1772,2824.4954
1773,2887.0366
1774,3984.572
1775,3677.3867
1776,3091.6423
1777,3402.814
1778,3755.9768
1779,2772.3623
1780,4692.3784
1781,3657.6123
1782,3185.9243
1783,3570.8474
1784,3463.2808
1785,4391.1763
1786,4512.213
1787,4612.3457
1788,3740.4683
1789,5463.502
1790,3600.3767
1791,2362.3572
1792,3927.2441
1793,2782.5537
1794,4115.4937
1795,4172.4834
1796,3066.6907
1797,3811.125
1798,5531.111
1799,2663.984
1800,3546.6626
1801,3134.1316
1802,4309.9644
1803,3064.5098
1804,4582.87
1805,3752.1992
1806,4203.312
1807,6134.0234
1808,3064.9758
1809,4672.672
1810,3132.7856
1811,3584.5537
1812,2870.121
1813,4181.585
1814,2911.814
1815,4383.7183
1816,4555.4033
1817,4436.064
1818,4470.8
1819,2442.23
1820,3260.9763
1821,3284.1052
1822,2691.5938
1823,2274.954
1824,4144.1353
1825,3407.7444
1826,3338.3599
1827,3146.879
1828,2712.4026
1829,3598.73
1830,5374.424
1831,4386.7173
1832,2578.1702
1833,2724.2664
1834,4014.775
1835,4118.441
1836,2589.5044
1837,2775.4033
1838,2930.5823
1839,2470.2473
1840,5242.2075
1841,3322.5256
1842,4430.7163
1843,2889.1575
1844,4203.3877
1845,2763.4802
1846,2500.8604
1847,3130.5789
1848,3428.3528
1849,3004.915
1850,3138.6152
1851,3760.8425
1852,3495.9392
1853,5038.9824
1854,3170.078
1855,3069.0156
1856,2763.045
1857,3734.521
1858,4198.7495
1859,2994.1965
1860,2366.3152
1861,3278.2358
1862,3940.7356
1863,3197.7407
1864,3228.4429
1865,3015.352
1866,2881.1965
1867,4415.683
1868,3825.5269
1869,3218.321
1870,3786.6587
1871,3606.2788
1872,3185.0964
1873,4056.1052
1874,4378.7524
1875,5095.4243
1876,4020.1904
1877,2760.6697
1878,3276.1729
1879,3749.9688
1880,3462.83
1881,3070.884
1882,5033.1025
1883,5414.6406
1884,3860.959
1885,5298.452
1886,3026.7383
1887,3310.3186
1888,3709.2476
1889,2361.5024
1890,3646.1711
1891,3880.499
1892,3628.973
1893,2412.931
1894,2843.4998
1895,2488.5417
1896,4521.2617
1897,3483.5486
1898,3011.9841
1899,2698.023
1900,5098.6357
1901,3389.1812
1902,4702.5825
1903,2628.0623
1904,2790.241
1905,4429.071
1906,3750.7595
1907,2917.2148
1908,3481.6519
1909,3635.3645
1910,2956.3545
1911,3490.7043
1912,3982.5107
1913,3184.4216
1914,4054.2302
1915,3646.9453
1916,4024.305
1917,3933.3342
1918,3035.0935
1919,2538.8687
1920,2704.3896
1921,3952.9543
1922,3256.6794
1923,3283.877
1924,5687.1445
1925,3307.6948
1926,4314.8486
1927,4813.1807
1928,3122.2815
1929,3326.364
1930,2853.0725
1931,3465.96
1932,2946.5479
1933,3546.4272
1934,3015.8704
1935,4247.192
1936,3265.6614
1937,3458.9502
1938,2398.928
1939,5619.8647
1940,4078.994
1941,4235.453
1942,5258.9634
1943,3832.4902
1944,3838.9326
1945,3058.1646
1946,3497.3413
1947,2817.3726
1948,4757.6924
1949,4719.3755
1950,3006.0073
1951,2820.5195
1952,4450.8325
1953,3698.1514
1954,3772.4717
1955,3926.5923
1956,2895.8767
1957,3348.171
1958,5294.227
1959,4673.059
1960,2956.4292
1961,2741.3254
1962,5451.3535
1963,3079.9976
1964,3097.6375
1965,4602.8315
1966,4512.2397
1967,3332.747
1968,4833.4795
1969,3713.103
1970,3120.6294
1971,3352.3064
1972,2957.241
1973,3189.5745
1974,3367.0657
1975,2822.1477
1976,5227.7686
1977,2558.516
1978,3489.4102
1979,3171.856
1980,3137.5164
1981,3822.8667
1982,4648.1206
1983,2772.3086
1984,3346.824
1985,3655.6777
1986,3289.4636
1987,3370.029
1988,2972.8794
1989,1914.2781
1990,4175.158
1991,3955.7837
1992,4236.6025
1993,4243.6675
1994,3092.3672
1995,2835.5967
1996,4684.3335
1997,3469.5862
1998,3192.8757
1999,3018.868
2000,2561.673
2001,3167.2266
2002,3813.017
2003,4626.173
2004,3717.3606
2005,3942.7947
2006,3426.0913
2007,2689.0337
2008,2863.113
2009,2965.4219
2010,3813.2266
2011,2958.1077
2012,3063.1873
2013,3110.8416
2014,3009.5496
2015,4429.801
2016,3845.416
2017,3119.8271
2018,4125.113
2019,3609.1658
2020,4137.0156
2021,4023.2224
2022,3436.3064
2023,2632.5813
2024,2739.2776
2025,5291.0156
2026,3264.8655
2027,3768.4097
2028,2438.2485
2029,3500.0215
2030,2532.6162
2031,4006.134
2032,2781.3542
2033,3104.678
2034,5174.7485
2035,4084.7327
2036,2499.756
2037,3750.8982
2038,5643.091
2039,2475.553
2040,3232.67
2041,4469.617
2042,3762.5117
2043,3637.026
2044,3221.1746
2045,4091.3672
2046,3837.672
2047,2584.5623
2048,3624.3457
2049,4224.035
2050,3472.3052
2051,4006.8628
2052,3570.542
2053,4571.839
2054,3626.0017
2055,3720.319
2056,4949.983
2057,3977.2393
2058,4080.8882
2059,4154.588
2060,3386.3281
2061,3357.8682
2062,4314.2695
2063,4331.673
2064,3436.2512
2065,2774.8442
2066,3922.2502
2067,4885.641
2068,3436.167
2069,4421.0117
2070,3136.5208
2071,3018.9805
2072,4095.5542
2073,4565.3423
2074,4180.527
2075,3259.092
2076,4036.2844
2077,4607.8867
2078,5801.142
2079,2676.6885
2080,3604.5222
2081,4580.8223
2082,4150.8896
2083,3986.7751
2084,4129.183
2085,4650.4805
2086,3672.0583
2087,3365.8342
2088,4374.24
2089,4628.912
2090,3637.7954
2091,4644.318
2092,3683.3962
2093,3533.8977
2094,4469.3105
2095,3932.3347
2096,2862.5396
2097,3053.007
2098,2934.042
2099,4211.466
2100,3562.592
2101,3620.591
2102,5103.19
2103,3733.317
2104,4190.7993
2105,4137.3984
2106,3751.0977
2107,4779.8745
2108,3862.1482
2109,3722.036
2110,4242.7095
2111,3325.1692
2112,2883.4993
2113,4041.793
2114,5301.2744
2115,2805.4263
2116,3748.696
2117,5395.2495
2118,3920.0715
2119,3404.7534
2120,3376.0037
2121,3617.8838
2122,3689.8528
2123,4640.4634
2124,4459.5664
2125,4505.4546
2126,2662.6133
2127,4394.2026
2128,2784.452
2129,4693.7007
2130,2738.8108
2131,3803.7085
2132,3377.6833
2133,3338.535
2134,2911.3694
2135,2555.7644
2136,4369.0366
2137,3291.7776
2138,4235.8174
2139,3660.5186
2140,3094.5786
2141,2295.4592
2142,2915.1116
2143,4884.101
2144,3849.3127
2145,4061.3184
2146,5430.065
2147,3004.7256
2148,4313.047
2149,2049.5952
2150,2375.839
2151,2334.52
2152,4548.704
2153,3523.0955
2154,3348.5388
2155,3086.7847
2156,3595.2078
2157,4678.8916
2158,5012.943
2159,4093.011
2160,2931.785
2161,3904.0837
2162,4287.7383
2163,2723.9731
2164,2861.4326
2165,3680.0027
2166,3459.1572
2167,3570.3855
2168,2814.6829
2169,2481.777
2170,3307.3374
2171,5099.423
2172,2600.1694
2173,3400.0735
2174,3575.9836
2175,2827.832
2176,2181.724
2177,4878.235
2178,4349.499
2179,3594.76
2180,3400.4893
2181,3425.4512
2182,3491.4329
2183,3806.0386
2184,4277.7275
2185,3648.323
2186,4834.0376
2187,3488.4224
2188,4529.499
2189,4230.7524
2190,2920.167
2191,3052.5283
2192,4479.7104
2193,3557.7004
2194,3157.5715
2195,2896.3728
2196,3089.0588
2197,2852.7124
2198,4523.975
2199,3654.6682
2200,3618.6824
2201,3228.1128
2202,5112.019
2203,3921.898
2204,3426.4211
2205,5133.8066
2206,3248.329
2207,2754.46
2208,2690.1658
2209,2890.46
2210,2465.2124
2211,5611.5845
2212,3179.0662
2213,3364.9446
2214,3215.4697
2215,3710.2815
2216,4300.8496
2217,4646.1855
2218,3556.0645
2219,4344.9165
2220,3713.2346
2221,2932.128
2222,2797.9617
2223,4445.357
2224,2531.034
2225,4642.1694
2226,4209.337
2227,3724.2278
2228,4180.8716
2229,2516.939
2230,3158.3481
2231,3051.582
2232,3866.7588
2233,2887.1372
2234,3441.9397
2235,2872.341
2236,3216.2825
2237,4934.719
2238,4849.3135
2239,3371.1504
2240,3444.718
2241,5459.5093
2242,2954.9011
2243,3862.4534
2244,2784.9988
2245,3793.9407
2246,2502.642
2247,4185.4785
2248,3797.84
2249,3170.6292
2250,2716.7183
2251,3396.1423
2252,2985.5386
2253,4134.8096
2254,2331.0215
2255,4108.922
2256,3185.3499
2257,2748.7864
2258,3168.266
2259,3455.8042
2260,4134.0415
2261,3015.5908
2262,3428.907
2263,4243.0645
2264,2684.7998
2265,3410.2588
2266,4138.288
2267,3324.9734
2268,3910.2358
2269,5519.897
2270,4311.6196
2271,3157.0042
2272,5109.1694
2273,4335.335
2274,5192.3975
2275,3742.1924
2276,3519.7515
2277,3043.8494
2278,3861.2405
2279,2765.388
2280,3113.243
2281,4111.786
2282,3526.7034
2283,4483.364
2284,5197.1987
2285,4417.179
2286,5353.988
2287,5384.2974
2288,2943.7266
2289,3559.151
2290,3770.2297
2291,3274.4592
2292,3267.651
2293,4434.885
2294,4985.853
2295,3260.608
2296,4025.2708
2297,4162.1665
2298,2750.9248
2299,2555.5854
2300,2882.8162
2301,4068.0066
2302,3544.9988
2303,2958.941
2304,2774.7551
2305,3166.8027
2306,2657.7107
2307,2528.3748
2308,2027.4797
2309,4638.48
2310,3259.488
2311,3670.842
2312,2801.0774
2313,3518.9407
2314,3721.3838
2315,4492.098
2316,4416.718
2317,3543.48
2318,2638.1921
2319,3157.467
2320,4850.176
2321,3097.1016
2322,3898.0557
2323,4630.8315
2324,3992.6582
2325,2801.8923
2326,3560.589
2327,2362.3684
2328,3242.9731
2329,3763.772
2330,3853.7332
2331,3768.8015
2332,2370.2236
2333,3952.4155
2334,3254.1716
2335,3191.0498
2336,4150.692
2337,3552.6428
2338,4646.281
2339,5462.603
2340,3423.4438
2341,2804.7034
2342,2884.364
2343,3505.401
2344,3772.4348
2345,5421.164
2346,3332.5078
2347,4237.9214
2348,3133.8604
2349,4219.1772
2350,2374.6086
2351,3205.582
2352,3081.7664
2353,5067.6807
2354,4779.11
2355,2429.359
2356,3826.628
2357,3552.2358
2358,3613.5605
2359,3550.8845
2360,2614.1533
2361,2753.9343
2362,5168.2886
2363,3432.7139
2364,3231.7947
2365,4790.7915
2366,5160.957
2367,2459.067
2368,2964.0103
2369,2603.2114
2370,4073.479
2371,3116.3308
2372,4870.306
2373,3406.067
2374,4964.8237
2375,3925.1157
2376,5156.923
2377,2547.2368
2378,4686.921
2379,3229.7988
2380,2976.2124
2381,5629.36
2382,2984.66
2383,2997.0125
2384,2153.918
2385,3468.4502
2386,2830.1255
2387,2928.8289
2388,3520.3062
2389,4503.767
2390,4014.0032
2391,2436.0396
2392,5319.6323
2393,4993.53
2394,3436.148
2395,5609.4106
2396,4299.922
2397,4584.8
2398,4371.1436
2399,3340.4575
2400,3163.853
2401,3459.5125
2402,2805.6414
2403,3453.265
2404,5644.6167
2405,3433.4
2406,4410.9155
2407,4855.335
2408,3429.7424
2409,3180.5293
2410,3467.8657
2411,3687.1082
2412,2253.6714
2413,5442.628
2414,4100.25
2415,3250.3018
2416,4266.9536
2417,4836.6274
2418,4609.9126
2419,3812.574
2420,4662.8887
2421,2598.9512
2422,2423.0542
2423,4849.176
2424,3535.093
2425,2503.577
2426,2423.2993
2427,3136.078
2428,4430.1313
2429,3045.0356
2430,2739.9185
2431,2800.446
2432,5606.63
2433,2996.4143
2434,3513.0105
2435,4703.353
2436,5670.0947
2437,4394.99
2438,4758.867
2439,3378.5144
2440,2654.8875
2441,4650.5527
2442,3279.8362
2443,5490.2476
2444,3216.9019
2445,2939.2095
2446,3521.773
2447,2314.7693
2448,3617.5989
2449,3701.0146
2450,4743.0503
2451,3532.1252
2452,4625.159
2453,4972.227
2454,2971.7383
2455,4426.8633
2456,3868.411
2457,2650.5535
2458,3150.5588
2459,2391.3936
2460,4386.948
2461,2951.2993
2462,4584.3457
2463,3898.1177
2464,3457.3323
2465,4408.41
2466,3847.9382
2467,2827.8464
2468,4771.746
2469,3362.444
2470,3830.4902
2471,3263.001
2472,4298.76
2473,4812.002
2474,3035.8398
2475,4724.8467
2476,4593.2188
2477,5027.819
2478,3694.8674
2479,3444.686
2480,3811.714
2481,4211.0337
2482,4490.88
2483,4703.743
2484,2734.1492
2485,3351.2407
2486,2730.2334
2487,2118.5703
2488,2402.3452
2489,3265.3416
2490,3866.5085
2491,5371.5396
2492,2512.02
2493,5363.515
2494,3129.4094
2495,4959.795
2496,3451.0068
2497,3029.6462
2498,4243.1177
2499,5565.1655
2500,2759.2227
2501,4047.2773
2502,4591.3887
2503,2696.7976
2504,3564.8894
2505,4473.687
2506,3310.2505
2507,2164.0024
2508,2988.4607
2509,2902.6387
2510,4492.3027
2511,5043.147
2512,3992.609
2513,3948.0496
2514,4693.4863
2515,4379.361
2516,2708.6606
2517,4700.431
2518,3516.4238
2519,2575.476
2520,3129.5872
2521,6382.0776
2522,3201.3884
2523,5295.7554
2524,3179.9392
2525,5857.721
2526,4571.763
2527,4530.2827
2528,3174.091
2529,4690.5
2530,3509.1377
2531,4434.8555
2532,4940.08
2533,5149.969
2534,3980.3057
2535,3143.746
2536,3055.8862
2537,2077.9988
2538,3465.1672
2539,3257.8936
2540,3452.3071
2541,3442.7632
2542,3874.7168
2543,2960.7163
2544,2896.3376
2545,2747.0024
2546,5139.0596
2547,3786.3276
2548,3054.3525
2549,3101.58
2550,4543.6987
2551,4215.738
2552,4499.491
2553,3364.6257
2554,2782.5686
2555,3080.2896
2556,3270.812
2557,3094.0784
2558,2775.0483
2559,2837.4746
2560,2340.0903
2561,3576.1953
2562,3801.5215
2563,4049.8298
2564,2108.176
2565,2924.0657
2566,4764.054
2567,2401.8108
2568,5231.7354
2569,3460.5854
2570,3246.0144
2571,5110.9565
2572,3419.5974
2573,3403.238
2574,2691.3845
2575,4418.553
2576,5524.869
2577,3618.6377
2578,3349.0132
2579,2413.2676
2580,2915.0566
2581,4185.8823
2582,4311.4272
2583,2786.201
2584,4322.6807
2585,4192.6064
2586,3332.6306
2587,3173.3774
2588,3418.5605
2589,2638.2139
2590,4940.4155
2591,3854.4553
2592,5172.673
2593,2806.7297
2594,2332.8367
2595,3373.8167
2596,2978.8416
2597,2106.2305
2598,4981.1025
2599,2519.1863
2600,4315.752
2601,4264.5054
2602,3287.8428
2603,3133.719
2604,2375.645
2605,3641.9644
2606,2753.1348
2607,4926.608
2608,2959.5864
2609,4491.807
2610,4211.7197
2611,4448.5244
2612,3028.2385
2613,3907.3152
2614,3877.9683
2615,3097.6272
2616,2678.8296
2617,3475.9429
2618,2779.3035
2619,4684.564
2620,3528.4016
2621,4288.3657
2622,3628.9128
2623,2597.5237
2624,2832.0806
2625,3613.3982
2626,3659.5784
2627,3373.3938
2628,5304.7363
2629,4342.407
2630,3872.0696
2631,3028.5388
2632,4472.359
2633,3698.8354
2634,2457.1594
2635,5204.9756
2636,4078.1992
2637,3380.835
2638,2239.3687
2639,3432.2622
2640,2491.978
2641,3173.6462
2642,3565.1772
2643,3968.8442
2644,4062.497
2645,5122.376
2646,5120.8413
2647,2738.4624
2648,3038.468
2649,3343.6077
2650,3222.6284
2651,4570.0073
2652,5131.685
2653,3584.4316
2654,2265.9294
2655,5220.9214
2656,3695.721
2657,4531.1206
2658,3972.5393
2659,3731.5493
2660,5015.896
2661,3176.5454
2662,5393.4927
2663,3503.1814
2664,4841.5757
2665,4939.4326
2666,3138.4124
2667,2905.1519
2668,3971.1677
2669,3071.1997
2670,2176.1033
2671,4793.6353
2672,4059.2747
2673,4871.5674
2674,3246.223
2675,4206.782
2676,4259.9497
2677,3303.6165
2678,3730.8494
2679,2625.782
2680,4324.727
2681,3591.6897
2682,2989.193
2683,2266.6238
2684,3540.8164
2685,2314.2515
2686,3071.9016
2687,2603.167
2688,2879.6348
2689,3143.8938
2690,3668.0342
2691,3737.5903
2692,4306.9546
2693,3149.6562
2694,5042.9834
2695,3183.2952
2696,3527.4368
2697,5637.423
2698,3625.6965
2699,3240.145
2700,3670.1365
2701,3184.2927
2702,4874.725
2703,2838.0554
2704,3206.9329
2705,4507.886
2706,4078.1118
2707,3242.0984
2708,5525.2666
2709,3606.1675
2710,3233.7146
2711,2578.0396
2712,3160.2864
2713,2960.046
2714,3463.241
2715,3292.7761
2716,3678.2373
2717,3801.1995
2718,4089.3037
2719,3782.3164
2720,3801.277
2721,5833.0615
2722,3290.805
2723,3993.584
2724,3408.0276
2725,3323.4863
2726,4348.2007
2727,4035.7798
2728,2831.259
2729,3289.059
2730,3398.76
2731,4107.708
2732,4960.9854
2733,5467.5317
2734,3211.3577
2735,3618.3813
2736,4321.311
2737,3877.7258
2738,3369.8516
2739,2969.9573
2740,3321.5322
2741,6447.2866
2742,3681.8562
2743,3569.8538
2744,4666.6772
2745,3298.9714
2746,4076.062
2747,4397.3027
2748,3323.168
2749,4213.503
2750,3867.5505
2751,3495.27
2752,4151.5483
2753,3969.72
2754,3233.9077
2755,2987.6829
2756,2259.718
2757,3064.327
2758,2451.9324
2759,3474.8098
2760,4180.0933
2761,5419.8394
2762,3139.009
2763,3664.7844
2764,3393.2927
2765,2739.7444
2766,3646.4639
2767,4591.945
2768,3791.3381
2769,3268.5115
2770,3305.9365
2771,3789.4983
2772,5321.985
2773,2844.3184
2774,3889.8816
2775,3525.377
2776,4248.132
2777,4360.8735
2778,3130.9885
2779,2920.0278
2780,3191.9885
2781,3216.859
2782,4771.826
2783,3197.7007
2784,3598.5203
2785,4691.2837
2786,4988.0103
2787,3294.4207
2788,3867.2085
2789,2696.5474
2790,3316.4941
2791,2605.3386
2792,3503.8823
2793,4051.2273
2794,3269.0227
2795,2628.3293
2796,4003.9248
2797,3707.6155
2798,3325.2654
2799,2470.664
2800,4011.8298
2801,4680.4604
2802,4894.278
2803,3680.4065
2804,5089.2275
2805,2813.623
2806,4149.426
2807,3127.4114
2808,4341.074
2809,4205.3335
2810,3044.857
2811,5014.7603
2812,4501.777
2813,4520.62
2814,3158.6821
2815,4167.8965
2816,2921.3958
2817,4546.838
2818,5094.2764
2819,3203.4966
2820,5168.3096
2821,4264.856
2822,3907.73
2823,4563.1377
2824,2747.0046
2825,4448.257
2826,5195.8896
2827,2239.1997
2828,2757.0076
2829,3706.143
2830,3877.716
2831,4301.0747
2832,5025.8887
2833,3488.4954
2834,3505.582
2835,2151.753
2836,2924.9185
2837,2771.069
2838,2646.3843
2839,2908.5261
2840,3777.309
2841,3903.0667
2842,2578.2244
2843,3032.4136
2844,4602.313
2845,2892.9897
2846,5399.387
2847,2874.2688
2848,3900.874
2849,4182.79
2850,3465.7312
2851,2724.1104
2852,3276.7207
2853,3852.1033
2854,3130.827
2855,3394.1936
2856,6042.3945
2857,3659.426
2858,3564.7737
2859,4503.7275
2860,4782.4062
2861,4125.5327
2862,3018.578
2863,4627.493
2864,2801.7195
2865,5408.2646
2866,3286.4592
2867,3608.9636
2868,2707.3728
2869,4413.534
2870,3291.2288
2871,2874.1228
2872,4205.8276
2873,3643.002
2874,3299.565
2875,3853.1902
2876,3552.8455
2877,5377.736
2878,3224.0347
2879,3416.8606
2880,5243.1226
2881,5476.1045
2882,3822.286
2883,3178.5212
2884,3387.7407
2885,3013.3577
2886,4179.9395
2887,4160.649
2888,2929.0828
2889,3069.4536
2890,2847.9043
2891,4710.368
2892,3480.3652
2893,4417.9614
2894,2590.2913
2895,6134.0146
2896,3598.9314
2897,2585.389
2898,3781.6377
2899,3023.7537
2900,3609.1985
2901,3756.7437
2902,3777.063
2903,2607.7222
2904,2767.746
2905,3675.243
2906,4036.4165
2907,4407.2637
2908,5017.0596
2909,3415.3132
2910,2762.139
2911,4909.3647
2912,3068.2222
2913,4013.1023
2914,5575.9023
2915,3065.7039
2916,3447.0842
2917,2280.376
2918,3782.1152
2919,2281.4683
2920,4166.4355
2921,2923.4243
2922,2894.0842
2923,3401.501
2924,4958.4854
2925,3753.0195
2926,3225.4395
2927,2419.9033
2928,2725.7188
2929,3808.8003
2930,2723.6719
2931,4313.998
2932,3254.9153
2933,3863.9104
2934,2468.3906
2935,4120.2188
2936,2523.4573
